chunk_14_gold,sentence,chunk_15,chunk_14,chunk_16,chunk_11,chunk_10,chunk_13,chunk_12,_created_at,answer_chunk_05_gold,orig__golden,answer_chunk_15_gold,_country,_tainted,frame,_started_at,_trust,chunk_02_gold,answer_chunk_06_gold,chunk_06_gold,chunk_05_gold,answer_chunk_11_gold,chunk_03_gold,answer_chunk_07_gold,chunk_13_gold,answer_chunk_01_gold,_city,chunk_15_gold,answer_chunk_16,answer_chunk_15,answer_chunk_14,answer_chunk_13,answer_chunk_12,answer_chunk_11,answer_chunk_10,answer_chunk_02_gold,chunk_12_gold,_unit_id,answer_chunk_08_gold,answer_chunk_08,answer_chunk_09,answer_chunk_04,answer_chunk_05,answer_chunk_06,answer_chunk_07,answer_chunk_00,answer_chunk_01,answer_chunk_02,answer_chunk_03,_region,lu,_worker_id,fe_06,fe_05,fe_04,fe_03,fe_02,fe_01,fe_00,_channel,chunk_09_gold,answer_chunk_16_gold,answer_chunk_14_gold,chunk_04_gold,answer_chunk_13_gold,answer_chunk_12_gold,answer_chunk_10_gold,_missed,answer_chunk_04_gold,chunk_01_gold,chunk_00_gold,id,_golden,chunk_07_gold,chunk_08,chunk_09,chunk_08_gold,chunk_02,chunk_03,chunk_00,chunk_01,chunk_06,chunk_07,chunk_04,chunk_05,answer_chunk_00_gold,answer_chunk_03_gold,chunk_10_gold,chunk_16_gold,_ip,chunk_11_gold,_id,answer_chunk_09_gold
,Scher also cropped the images of City Ballet dancers to create more tension and drama.,,,,,,,,5/21/2016 17:45:50,,,,USA,false,Creating,5/21/2016 17:44:02,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954125161,,,,,,,,None,None,Created,Created,MI,create,36856858,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,7581,false,,,,,tension,drama,Ballet,dancers,,,,,,,,,107.141.251.154,,1995319902,
,Scher also cropped the images of City Ballet dancers to create more tension and drama.,,,,,,,,5/22/2016 00:52:06,,,,USA,false,Creating,5/22/2016 00:50:42,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125161,,,,,,,,None,None,Cause,Cause,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,7581,false,,,,,tension,drama,Ballet,dancers,,,,,,,,,47.20.252.28,,1995543332,
,It was not created to be a reliable map but convey a sense of the places that are mediated and mangled.,,,,,,,,5/22/2016 02:03:01,,,,USA,false,Creating,5/22/2016 02:01:30,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125162,,,,,,,,None,Created,Cause,,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,7588,false,,,,,sense,,reliable,map,,,,,,,,,47.20.252.28,,1995578029,
,It was not created to be a reliable map but convey a sense of the places that are mediated and mangled.,,,,,,,,5/23/2016 01:57:00,,,,USA,false,Creating,5/23/2016 01:54:58,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954125162,,,,,,,,None,Created,None,,TX,create,27770607,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,,,,,7588,false,,,,,sense,,reliable,map,,,,,,,,,173.175.172.255,,1996253796,
,It was not created to be a reliable map but convey a sense of the places that are mediated and mangled.,,,,,,,,5/23/2016 14:09:05,,,,USA,false,Creating,5/23/2016 14:07:12,0.5714,,,,,,,,,,Cleveland,,,,,,,,,,,954125162,,,,,,,,Cause,Created,None,,OH,create,10319610,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,7588,false,,,,,sense,,reliable,map,,,,,,,,,75.118.61.247,,1996773301,
,"Ruth Vollmer (1903 - 1982 New York), was a German artist born in Munich.",,,,,,,,5/23/2016 20:24:09,,,,USA,false,Birth,5/23/2016 20:19:05,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954125173,,,,,,,,None,None,None,,VA,bear,36340274,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,8171,false,,,,,Munich,,Ruth Vollmer,New York,,,,,,,,,69.255.41.140,,1997187981,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/16/2016 23:21:23,,,,USA,false,Text creation,5/16/2016 23:18:42,0.4,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Los Angeles,,,,,,,,,Purpose,,954137305,,,,Purpose,,,,None,Purpose,Purpose,Written work,CA,write,6581575,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,memolink,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,104.174.40.141,,1988641906,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/17/2016 10:13:39,,,,CAN,false,Text creation,5/17/2016 10:10:22,0.5385,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Windsor,,,,,,,,,Purpose,,954137305,,,,None,,,,Purpose,Written work,Written work,Written work,ON,write,4316379,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,198.91.218.68,,1989426575,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/17/2016 11:16:34,,,,ITA,false,Text creation,5/17/2016 11:09:49,0.6154,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Milan,,,,,,,,,Purpose,,954137305,,,,None,,,,None,None,Reason,None,09,write,37761577,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,cf_internal,,,,"None
Main topic",,,,false,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,213.140.19.11,,1989495060,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/17/2016 13:44:06,,,,GBR,false,Text creation,5/17/2016 13:41:17,0.5,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Sheffield,,,,,,,,,Purpose,,954137305,,,,None,,,,None,None,Written work,Written work,L9,write,34942809,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,146.199.96.73,,1989627334,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/17/2016 22:54:03,,,,USA,false,Text creation,5/17/2016 22:51:19,0.4,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Los Angeles,,,,,,,,,Purpose,,954137305,,,,Purpose,,,,None,None,None,Written work,CA,write,31708939,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,23.240.41.120,,1990130468,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/18/2016 04:33:10,,,,CAN,false,Text creation,5/18/2016 04:21:28,0.6,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Burnaby,,,,,,,,,Purpose,,954137305,,,,None,,,,None,None,None,Main topic,BC,write,4688131,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,zoombucks,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,75.157.35.92,,1990470333,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/18/2016 04:44:40,,,,CAN,false,Text creation,5/18/2016 04:41:56,0.4,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Winnipeg,,,,,,,,,Purpose,,954137305,,,,Purpose,,,,None,None,None,Written work,MB,write,7348582,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,207.161.108.104,,1990478844,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/18/2016 08:11:42,,,,ITA,false,Text creation,5/18/2016 08:09:42,1.0,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Trento,,,,,,,,,Purpose,,954137305,,,,None,,,,None,Reason,Purpose,Written work,17,write,30927086,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,cf_internal,,,,"None
Main topic",,,,,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,217.77.82.226,,1990658787,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/18/2016 11:23:02,,,,USA,false,Text creation,5/18/2016 11:21:05,0.4286,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Waltonville,,,,,,,,,Purpose,,954137305,,,,None,,,,None,Purpose,Written work,Written work,IL,write,15577915,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,instagc,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,208.70.36.12,,1990816330,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/18/2016 13:34:55,,,,GBR,false,Text creation,5/18/2016 13:32:11,0.4,Purpose,,,,,"Written work
Main topic",,,"Reason
None",,,,,,,,,,Purpose,,954137305,,,,None,,,,None,None,Written work,Main topic,,write,18960682,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,instagc,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,79.75.168.118,,1990922294,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/18/2016 14:58:31,,,,CAN,false,Text creation,5/18/2016 14:42:38,0.5625,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Hamilton,,,,,,,,,Purpose,,954137305,,,,None,,,,None,None,None,Main topic,ON,write,32573092,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,207.188.90.138,,1991006343,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/18/2016 20:23:59,,,,GBR,false,Text creation,5/18/2016 20:16:51,0.625,Purpose,,,,,"Written work
Main topic",,,"Reason
None",York,,,,,,,,,Purpose,,954137305,,,,None,,,,None,None,None,Written work,Q5,write,37336417,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,getpaid,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,81.102.132.50,,1991490511,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/19/2016 11:57:36,,,,CAN,false,Text creation,5/19/2016 11:56:31,0.6216,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Dartmouth,,,,,,,,,Purpose,,954137305,,,,Main topic,,,,None,None,Main topic,Written work,NS,write,37336603,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prizerebel,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,142.177.156.75,,1992427178,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/19/2016 13:28:47,,,,IRL,false,Text creation,5/19/2016 13:26:22,0.5536,Purpose,,,,,"Written work
Main topic",,,"Reason
None",,,,,,,,,,Purpose,,954137305,,,,None,,,,None,None,Purpose,Written work,,write,9234773,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,clixsense,,,,"None
Main topic",,,,,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,213.233.147.88,,1992497559,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/19/2016 23:19:41,,,,USA,false,Text creation,5/19/2016 23:11:05,0.5577,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Reston,,,,,,,,,Purpose,,954137305,,,,Written work,,,,None,None,Reason,Main topic,VA,write,36340274,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,69.255.41.140,,1993077893,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/20/2016 16:05:19,,,,USA,false,Text creation,5/20/2016 16:00:43,0.4444,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Las Vegas,,,,,,,,,Purpose,,954137305,,,,Purpose,,,,Main topic,Main topic,Written work,Purpose,NM,write,11521484,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,68.66.89.20,,1994116633,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/22/2016 01:18:45,,,,USA,false,Text creation,5/22/2016 01:16:58,0.5714,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Brooklyn,,,,,,,,,Purpose,,954137305,,,,Purpose,,,,None,None,Purpose,Purpose,NY,write,31256687,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,bitcoinget,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,47.20.252.28,,1995556755,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/22/2016 05:31:02,,,,CAN,false,Text creation,5/22/2016 05:29:26,0.5714,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Calgary,,,,,,,,,Purpose,,954137305,,,,None,,,,None,None,None,Main topic,AB,write,37060395,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prizerebel,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,198.53.98.37,,1995640106,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/22/2016 12:55:02,,,,USA,false,Text creation,5/22/2016 12:50:34,0.5,Purpose,,,,,"Written work
Main topic",,,"Reason
None",Las Cruces,,,,,,,,,Purpose,,954137305,,,,None,,,,None,Written work,Purpose,Written work,NM,write,33216092,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,elite,,,,"None
Main topic",,,,true,"None
Main topic","Reason
None",None,532,true,,,,,journalism,art criticism,abstracts,painting,,,socialist,,None,"Written work
Main topic",,,50.130.192.177,,1995809317,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/17/2016 10:04:24,,,,CAN,false,Players and roles,5/17/2016 09:55:46,0.4,None,,,,,"None
Performance",,,None,Woodstock,,,,,,,,,None,,954137312,,,,Co-player,,,,Co-player,None,None,Co-player,ON,play,37195588,,,,Co-player,Player,Audience,Performance,prodege,,,,"Performance
None",,,,true,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,142.113.247.235,,1989417525,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/17/2016 10:13:39,,,,CAN,false,Players and roles,5/17/2016 10:10:22,0.5385,None,,,,,"None
Performance",,,None,Windsor,,,,,,,,,None,,954137312,,,,None,,,,Player,None,None,None,ON,play,4316379,,,,Co-player,Player,Audience,Performance,prodege,,,,"Performance
None",,,,,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,198.91.218.68,,1989426582,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/17/2016 10:22:52,,,,USA,false,Players and roles,5/17/2016 10:19:56,0.4,None,,,,,"None
Performance",,,None,Towson,,,,,,,,,None,,954137312,,,,None,,,,None,None,None,None,MD,play,36448777,,,,Co-player,Player,Audience,Performance,prodege,,,,"Performance
None",,,,true,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,69.250.26.166,,1989436193,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/17/2016 11:12:32,,,,GBR,false,Players and roles,5/17/2016 11:09:41,0.4,None,,,,,"None
Performance",,,None,,,,,,,,,,None,,954137312,,,,None,,,,None,None,None,None,,play,18960682,,,,Co-player,Player,Audience,Performance,instagc,,,,"Performance
None",,,,false,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,79.75.168.118,,1989490649,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/17/2016 11:16:34,,,,ITA,false,Players and roles,5/17/2016 11:09:49,0.6154,None,,,,,"None
Performance",,,None,Milan,,,,,,,,,None,,954137312,,,,Player,,,,Player,None,None,Performance,09,play,37761577,,,,Co-player,Player,Audience,Performance,cf_internal,,,,"Performance
None",,,,false,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,213.140.19.11,,1989495062,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/17/2016 13:33:19,,,,USA,false,Players and roles,5/17/2016 13:31:29,0.4286,None,,,,,"None
Performance",,,None,Waltonville,,,,,,,,,None,,954137312,,,,None,,,,None,None,None,None,IL,play,15577915,,,,Co-player,Player,Audience,Performance,instagc,,,,"Performance
None",,,,true,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,208.70.36.12,,1989616383,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/17/2016 13:44:06,,,,GBR,false,Players and roles,5/17/2016 13:41:17,0.5,None,,,,,"None
Performance",,,None,Sheffield,,,,,,,,,None,,954137312,,,,Performance,,,,Player,None,None,Performance,L9,play,34942809,,,,Co-player,Player,Audience,Performance,prodege,,,,"Performance
None",,,,,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,146.199.96.73,,1989627331,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/17/2016 17:19:39,,,,GBR,false,Players and roles,5/17/2016 17:16:20,0.5,None,,,,,"None
Performance",,,None,London,,,,,,,,,None,,954137312,,,,Performance,,,,Player,None,None,None,H9,play,29628779,,,,Co-player,Player,Audience,Performance,inboxpounds,,,,"Performance
None",,,,,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,165.225.80.111,,1989825485,
,His uncle Salomon van Ruysdael (this distinction in spelling occurs consistently in their own signatures) presumably also played a part in his artistic education.,,,,,,,,5/18/2016 04:33:10,,,,CAN,false,Players and roles,5/18/2016 04:21:28,0.6,None,,,,,"None
Performance",,,None,Burnaby,,,,,,,,,None,,954137312,,,,None,,,,Player,None,None,None,BC,play,4688131,,,,Co-player,Player,Audience,Performance,zoombucks,,,,"Performance
None",,,,,"Performance
None",None,Performer,1771,true,,,,,signatures,artistic,Salomon van Ruysdael,spelling,,,education,,Player,"None
Performance",,,75.157.35.92,,1990470336,
